60303,GÖRSEL SANATLAR VE İLETİŞİM TASARIMI
97160,GRAFİK
97161,GRAFİK SANATLAR(AÇIKÖĞRETİM)
60304,GRAFİK TASARIMI
30006,GRAFİK TASARIMI(M.T.O.K.)
20820,GÜMRÜK İŞLETME(FAKÜLTE)
50013,GÜMRÜK İŞLETME(YÜKSEKOKUL)
10083,GÜRCÜ DİLİ VE EDEBİYATI
10085,HALKBİLİMİ
10088,HALKLA İLİŞKİLER
48020,HALKLA İLİŞKİLER VE REKLAMCILIK(AÇIKÖĞRETİM)
10086,HALKLA İLİŞKİLER VE REKLAMCILIK(FAKÜLTE)
21100,HALKLA İLİŞKİLER VE REKLAMCILIK(YÜKSEKOKUL)
10087,HALKLA İLİŞKİLER VE TANITIM
49003,HALKLA İLİŞKİLER VE TANITIM(AÇIKÖĞRETİM)
10808,HARİTA MÜHENDİSLİĞİ
19055,HAVACILIK ELEKTRİK VE ELEKTRONİĞİ(FAKÜLTE)
20038,HAVACILIK ELEKTRİK VE ELEKTRONİĞİ(YÜKSEKOKUL)
10089,HAVACILIK VE UZAY MÜHENDİSLİĞİ
49049,HAVACILIK YÖNETİMİ(AÇIKÖĞRETİM)
19076,HAVACILIK YÖNETİMİ(FAKÜLTE)
29052,HAVACILIK YÖNETİMİ(YÜKSEKOKUL)
708000,HAYVANSAL ÜRETİM VE TEKNOLOJİLERİ
10248,HEMŞİRELİK(FAKÜLTE)
20040,HEMŞİRELİK(YÜKSEKOKUL)
10091,HİDROJEOLOJİ MÜHENDİSLİĞİ
10092,HİNDOLOJİ
10093,HİTİTOLOJİ
10094,HUKUK
10095,HUNGAROLOJİ
11121,İBRANİ DİLİ VE KÜLTÜRÜ
10097,İÇ MİMARLIK
10096,İÇ MİMARLIK VE ÇEVRE TASARIMI
19028,İKTİSADİ VE İDARİ BİLİMLER PROGRAMLARI
19078,İKTİSADİ VE İDARİ PROGRAMLAR
10098,İKTİSAT
49004,İKTİSAT(AÇIKÖĞRETİM)
20041,İLAHİYAT
50012,İLAHİYAT(M.T.O.K.)
10102,İLETİŞİM
10099,İLETİŞİM BİLİMLERİ
10100,İLETİŞİM SANATLARI
11416,İLETİŞİM TASARIMI VE YÖNETİMİ
11101,İLETİŞİM VE TASARIMI
10103,İLKÖĞRETİM MATEMATİK ÖĞRETMENLİĞİ
10104,İMALAT MÜHENDİSLİĞİ
10105,İNGİLİZ DİLBİLİMİ
10106,İNGİLİZ DİLİ VE EDEBİYATI
60305,İNGİLİZ VE RUS DİLLERİ VE EDEBİYATLARI
97174,İNGİLİZCE MÜTERCİM VE TERCÜMANLIK(FAKÜLTE)
11035,İNGİLİZCE MÜTERCİM VE TERCÜMANLIK(YÜKSEKOKUL)
10108,İNGİLİZCE ÖĞRETMENLİĞİ
97199,İNGİLİZCE FRANSIZCA MÜTERCİM VE TERCÜMANLIK
70900,İNSAN KAYNAKLARI YÖNETİMİ(AÇIKÖĞRETİM)
10256,İNSAN KAYNAKLARI YÖNETİMİ(FAKÜLTE)
20105,İNSAN KAYNAKLARI YÖNETİMİ(YÜKSEKOKUL)
10110,İNŞAAT MÜHENDİSLİĞİ
30008,İNŞAAT MÜHENDİSLİĞİ(M.T.O.K.)
60316,İSLAM BİLİMLERİ
97171,İSLAM İKTİSADI VE FİNANS
21300,İSLAMİ İLİMLER
50014,İSLAMİ İLİMLER(M.T.O.K.)
10111,İSPANYOL DİLİ VE EDEBİYATI
10113,İSTATİSTİK
10112,İSTATİSTİK VE BİLGİSAYAR BİLİMLERİ
71000,İŞ SAĞLIĞI VE GÜVENLİĞİ(AÇIKÖĞRETİM)
19029,İŞ SAĞLIĞI VE GÜVENLİĞİ(FAKÜLTE)
29006,İŞ SAĞLIĞI VE GÜVENLİĞİ(YÜKSEKOKUL)
10117,İŞLETME
49005,İŞLETME(AÇIKÖĞRETİM)
10116,İŞLETME MÜHENDİSLİĞİ
10119,İTALYAN DİLİ VE EDEBİYATI
10120,JAPON DİLİ VE EDEBİYATI
10122,JAPONCA MÜTERCİM VE TERCÜMANLIK
10121,JAPONCA ÖĞRETMENLİĞİ
10123,JEOFİZİK MÜHENDİSLİĞİ
10124,JEOLOJİ MÜHENDİSLİĞİ
10125,KAMU YÖNETİMİ
49006,KAMU YÖNETİMİ(AÇIKÖĞRETİM)
18003,KANATLI HAYVAN YETİŞTİRİCİLİĞİ
11010,KARŞILAŞTIRMALI EDEBİYAT
60307,KAZAK DİLİ VE EDEBİYATI
18008,KENTSEL TASARIM VE PEYZAJ MİMARLIĞI
10128,KİMYA
10127,KİMYA MÜHENDİSLİĞİ
20420,KİMYA ÖĞRETMENLİĞİ
10129,KİMYA-BİYOLOJİ MÜHENDİSLİĞİ
10810,KLASİK ARKEOLOJİ
11412,KONTROL VE OTOMASYON MÜHENDİSLİĞİ
10132,KORE DİLİ VE EDEBİYATI
19065,KURGU SES VE GÖRÜNTÜ YÖNETİMİ
71100,KUYUMCULUK VE MÜCEVHER TASARIMI(FAKÜLTE)
19590,KUYUMCULUK VE MÜCEVHER TASARIMI(YÜKSEKOKUL)
10703,KÜLTÜR VARLIKLARINI KORUMA VE ONARIM(FAKÜLTE)
50001,KÜLTÜR VARLIKLARINI KORUMA VE ONARIM(YÜKSEKOKUL)
19079,KÜLTÜR VE İLETİŞİM BİLİMLERİ
19032,KÜRESEL SİYASET VE ULUSLARARASI İLİŞKİLER
11502,KÜRT DİLİ VE EDEBİYATI
10137,LATİN DİLİ VE EDEBİYATI
10138,LEH DİLİ VE EDEBİYATI
10139,LOJİSTİK YÖNETİMİ(FAKÜLTE)
29060,LOJİSTİK YÖNETİMİ(YÜKSEKOKUL)
10140,MADEN MÜHENDİSLİĞİ
10141,MAKİNE MÜHENDİSLİĞİ
30009,MAKİNE MÜHENDİSLİĞİ(M.T.O.K.)
10143,MALİYE
49008,MALİYE(AÇIKÖĞRETİM)
10144,MALZEME BİLİMİ VE MÜHENDİSLİĞİ
19034,MALZEME BİLİMİ VE NANOTEKNOLOJİ MÜHENDİSLİĞİ
19080,MALZEME BİLİMİ VE TEKNOLOJİLERİ
10148,MATEMATİK
10146,MATEMATİK MÜHENDİSLİĞİ
10147,MATEMATİK ÖĞRETMENLİĞİ
10409,MATEMATİK VE BİLGİSAYAR BİLİMLERİ
11103,MEDYA VE GÖRSEL SANATLAR
10151,MEDYA VE İLETİŞİM
10152,MEKATRONİK MÜHENDİSLİĞİ
30010,MEKATRONİK MÜHENDİSLİĞİ(M.T.O.K.)
10153,METALURJİ VE MALZEME MÜHENDİSLİĞİ
30011,METALURJİ VE MALZEME MÜHENDİSLİĞİ(M.T.O.K.)
10154,METEOROLOJİ MÜHENDİSLİĞİ
10155,MİMARLIK
19036,MODA TASARIMI(FAKÜLTE)
50009,MODA TASARIMI(FAKÜLTE)(M.T.O.K)
20057,MODA TASARIMI(YÜKSEKOKUL)
10156,MOLEKÜLER BİYOLOJİ VE GENETİK
19580,MOLEKÜLER BİYOTEKNOLOJİ
10821,MUHASEBE VE DENETİM
10410,MUHASEBE VE FİNANS YÖNETİMİ(FAKÜLTE)
29010,MUHASEBE VE FİNANS YÖNETİMİ(YÜKSEKOKUL)
10904,MÜHENDİSLİK PROGRAMLARI
10159,MÜHENDİSLİK VE DOĞA BİLİMLERİ PROGRAMLARI
11013,MÜTERCİM-TERCÜMANLIK
19037,MÜZECİLİK
10811,MÜZİK
19081,NANOBİLİM VE NANOTEKNOLOJİ
19038,NANOTEKNOLOJİ MÜHENDİSLİĞİ
10161,NÜKLEER ENERJİ MÜHENDİSLİĞİ
11402,ODYOLOJİ(FAKÜLTE)
29011,ODYOLOJİ(YÜKSEKOKUL)
20062,OKUL ÖNCESİ ÖĞRETMENLİĞİ
19039,OPTİK VE AKUSTİK MÜHENDİSLİĞİ
29012,ORGANİK TARIM İŞLETMECİLİĞİ(FAKÜLTE)
50018,ORGANİK TARIM İŞLETMECİLİĞİ(YÜKSEKOKUL)
10162,ORMAN ENDÜSTRİSİ MÜHENDİSLİĞİ
10163,ORMAN MÜHENDİSLİĞİ
19040,ORTEZ VE PROTEZ
20810,OTEL YÖNETİCİLİĞİ
10164,OTOMOTİV MÜHENDİSLİĞİ
30013,OTOMOTİV MÜHENDİSLİĞİ(M.T.O.K.)
20903,ÖZEL EĞİTİM ÖĞRETMENLİĞİ
10165,PAZARLAMA(FAKÜLTE)
20107,PAZARLAMA(YÜKSEKOKUL)
29013,PERFÜZYON
10166,PETROL VE DOĞALGAZ MÜHENDİSLİĞİ
10168,PEYZAJ MİMARLIĞI
11403,PİLOTAJ(FAKÜLTE)
554222,PİLOTAJ(YÜKSEKOKUL)
10817,POLİMER MALZEME MÜHENDİSLİĞİ
554111,POLİTİKA VE EKONOMİ
10812,PROTOHİSTORYA VE ÖN ASYA ARKEOLOJİSİ
10169,PSİKOLOJİ
60308,PSİKOLOJİK DANIŞMANLIK VE REHBERLİK
60309,PSİKOLOJİK DANIŞMANLIK VE REHBERLİK ÖĞRETMENLİĞİ
10171,RADYO TELEVİZYON VE SİNEMA
11406,RAYLI SİSTEMLER MÜHENDİSLİĞİ
10172,REHBERLİK VE PSİKOLOJİK DANIŞMANLIK
10173,REKLAM TASARIMI VE İLETİŞİMİ
10175,REKLAMCILIK
71500,REKLAMCILIK(AÇIKÖĞRETİM)
97187,REKREASYON(AÇIKÖĞRETİM)
19043,REKREASYON(FAKÜLTE)
97130,REKREASYON(YÜKSEKOKUL)
19044,REKREASYON YÖNETİMİ(FAKÜLTE)
50010,REKREASYON YÖNETİMİ(FAKÜLTE)(M.T.O.K)
28002,REKREASYON YÖNETİMİ(YÜKSEKOKUL)
10176,RUS DİLİ VE EDEBİYATI
60311,RUS DİLİ VE EDEBİYATI ÖĞRETMENLİĞİ
60313,RUS VE İNGİLİZ DİLLERİ VE EDEBİYATLARI
97126,RUSÇA MÜTERCİM VE TERCÜMANLIK(FAKÜLTE)
97127,RUSÇA MÜTERCİM VE TERCÜMANLIK(YÜKSEKOKUL)
48021,SAĞLIK YÖNETİMİ(AÇIKÖĞRETİM)
10238,SAĞLIK YÖNETİMİ(FAKÜLTE)
20103,SAĞLIK YÖNETİMİ(YÜKSEKOKUL)
10179,SANAT TARİHİ
19046,SANAT VE KÜLTÜR YÖNETİMİ
10180,SANAT VE SOSYAL BİLİMLER PROGRAMLARI
97143,SERMAYE PİYASASI(FAKÜLTE)
29016,SERMAYE PİYASASI(YÜKSEKOKUL)
19047,SEYAHAT İŞLETMECİLİĞİ
11413,SEYAHAT İŞLETMECİLİĞİ VE TURİZM REHBERLİĞİ
10183,SINIF ÖĞRETMENLİĞİ
97189,SİGORTACILIK(FAKÜLTE)
20071,SİGORTACILIK(YÜKSEKOKUL)
19540,SİGORTACILIK VE AKTÜERYA BİLİMLERİ
10184,SİGORTACILIK VE RİSK YÖNETİMİ
19048,SİGORTACILIK VE SOSYAL GÜVENLİK
19049,SİNEMA VE DİJİTAL MEDYA
10185,SİNEMA VE TELEVİZYON
10187,SİNOLOJİ
97191,SİYASAL BİLİMLER
10191,SİYASET BİLİMİ
10189,SİYASET BİLİMİ VE KAMU YÖNETİMİ
16520,SİYASET BİLİMİ VE KAMU YÖNETİMİ(AÇIKÖĞRETİM)
10190,SİYASET BİLİMİ VE ULUSLARARASI İLİŞKİLER
97190,SİYASET BİLİMİ VE ULUSLARARASI İLİŞKİLER(AÇIKÖĞRETİM)
10192,SOSYAL BİLGİLER ÖĞRETMENLİĞİ
49010,SOSYAL HİZMET(AÇIKÖĞRETİM)
10193,SOSYAL HİZMET(FAKÜLTE)
20073,SOSYAL HİZMET(YÜKSEKOKUL)
10195,SOSYOLOJİ
49011,SOSYOLOJİ(AÇIKÖĞRETİM)
19051,SPOR YÖNETİCİLİĞİ(FAKÜLTE)
20421,SPOR YÖNETİCİLİĞİ(YÜKSEKOKUL)
19700,SU BİLİMLERİ VE MÜHENDİSLİĞİ
10196,SU ÜRÜNLERİ MÜHENDİSLİĞİ
10197,SÜMEROLOJİ
19082,SÜRYANİ DİLİ VE EDEBİYATI
10813,SÜT TEKNOLOJİSİ
10198,ŞEHİR VE BÖLGE PLANLAMA
19052,TAKI TASARIMI(FAKÜLTE)
19057,TAKI TASARIMI(YÜKSEKOKUL)
29017,TAPU KADASTRO
10809,TARIM EKONOMİSİ
10803,TARIM MAKİNELERİ VE TEKNOLOJİLERİ MÜHENDİSLİĞİ
122334,TARIM TİCARETİ VE İŞLETMECİLİĞİ
10814,TARIMSAL BİYOTEKNOLOJİ
19053,TARIMSAL GENETİK MÜHENDİSLİĞİ
10804,TARIMSAL YAPILAR VE SULAMA
10201,TARİH
49012,TARİH(AÇIKÖĞRETİM)
10200,TARİH ÖĞRETMENLİĞİ
19054,TARİH ÖNCESİ ARKEOLOJİSİ
10805,TARLA BİTKİLERİ
11504,TEKNOLOJİ VE BİLGİ YÖNETİMİ
10203,TEKSTİL MÜHENDİSLİĞİ
39012,TEKSTİL MÜHENDİSLİĞİ(M.T.O.K.)
719000,TEKSTİL TASARIMI
39011,TEKSTİL TASARIMI(M.T.O.K.)
97117,TEKSTİL VE MODA TASARIMI(AÇIKÖĞRETİM)
19066,TEKSTİL VE MODA TASARIMI(FAKÜLTE)
97116,TEKSTİL VE MODA TASARIMI(YÜKSEKOKUL)
10205,TELEVİZYON HABERCİLİĞİ VE PROGRAMCILIĞI
10206,TIP
19067,TIP MÜHENDİSLİĞİ
19520,TİYATRO ELEŞTİRMENLİĞİ VE DRAMATURJİ
72000,TOHUM BİLİMİ VE TEKNOLOJİSİ
10806,TOPRAK BİLİMİ VE BİTKİ BESLEME
10208,TURİZM İŞLETMECİLİĞİ(FAKÜLTE)
20084,TURİZM İŞLETMECİLİĞİ(YÜKSEKOKUL)
11007,TURİZM REHBERLİĞİ(FAKÜLTE)
72100,TURİZM REHBERLİĞİ(YÜKSEKOKUL)
20085,TURİZM VE OTEL İŞLETMECİLİĞİ
10213,TÜRK DİLİ VE EDEBİYATI
49013,TÜRK DİLİ VE EDEBİYATI(AÇIKÖĞRETİM)
10212,TÜRK DİLİ VE EDEBİYATI ÖĞRETMENLİĞİ
10214,TÜRK HALKBİLİMİ
18020,TÜRK İSLAM ARKEOLOJİSİ
10215,TÜRKÇE ÖĞRETMENLİĞİ
60018,TÜRKOLOJİ
20087,TÜTÜN EKSPERLİĞİ
123441,UÇAK BAKIM VE ONARIM(FAKÜLTE)
97118,UÇAK BAKIM VE ONARIM(YÜKSEKOKUL)
20088,UÇAK ELEKTRİK VE ELEKTRONİĞİ
19056,UÇAK GÖVDE VE MOTOR BAKIMI(FAKÜLTE)
20089,UÇAK GÖVDE VE MOTOR BAKIMI(YÜKSEKOKUL)
10216,UÇAK MÜHENDİSLİĞİ
19620,UKRAYNA DİLİ VE EDEBİYATI
97183,ULUSLARARASI EKONOMİK İLİŞKİLER
10218,ULUSLARARASI FİNANS
19059,ULUSLARARASI FİNANS VE BANKACILIK
11109,ULUSLARARASI GİRİŞİMCİLİK
10220,ULUSLARARASI İLİŞKİLER
49014,ULUSLARARASI İLİŞKİLER(AÇIKÖĞRETİM)
10602,ULUSLARARASI İŞLETME YÖNETİMİ
97198,ULUSLARARASI TIP
10227,ULUSLARARASI TİCARET(FAKÜLTE)
20091,ULUSLARARASI TİCARET(YÜKSEKOKUL)
11415,ULUSLARARASI TİCARET VE FİNANS
97103,ULUSLARARASI TİCARET VE FİNANSMAN
10226,ULUSLARARASI TİCARET VE İŞLETMECİLİK(FAKÜLTE)
20108,ULUSLARARASI TİCARET VE İŞLETMECİLİK(YÜKSEKOKUL)
97186,ULUSLARARASI TİCARET VE LOJİSTİK(AÇIKÖĞRETİM))
10824,ULUSLARARASI TİCARET VE LOJİSTİK(FAKÜLTE)
20803,ULUSLARARASI TİCARET VE LOJİSTİK(YÜKSEKOKUL)
123458,ULUSLARARASI ULAŞTIRMA SİSTEMLERİ
10228,URDU DİLİ VE EDEBİYATI
19060,UZAY BİLİMLERİ VE TEKNOLOJİLERİ
10230,UZAY MÜHENDİSLİĞİ
97146,UZAY VE UYDU MÜHENDİSLİĞİ
10232,VETERİNERLİK
19062,YABAN HAYATI EKOLOJİSİ VE YÖNETİMİ
554009,YAPAY ZEKA MÜHENDİSLİĞİ
97145,YAPAY ZEKA VE VERİ MÜHENDİSLİĞİ
123459,YAZILIM GELİŞTİRME
10233,YAZILIM MÜHENDİSLİĞİ
30017,YAZILIM MÜHENDİSLİĞİ(M.T.O.K.)
10704,YENİ MEDYA(FAKÜLTE)
123450,YENİ MEDYA(YÜKSEKOKUL)
19084,YENİ MEDYA VE İLETİŞİM
18019,YEREL YÖNETİMLER
19064,YİYECEK VE İÇECEK İŞLETMECİLİĞİ
10054,YÖNETİM BİLİMLERİ PROGRAMLARI
48024,YÖNETİM BİLİŞİM SİSTEMLERİ(AÇIKÖĞRETİM)
10234,YÖNETİM BİLİŞİM SİSTEMLERİ(FAKÜLTE)
20097,YÖNETİM BİLİŞİM SİSTEMLERİ(YÜKSEKOKUL)
10235,YUNAN DİLİ VE EDEBİYATI
19068,ZAZA DİLİ VE EDEBİYATI
19560,ZİRAAT MÜHENDİSLİĞİ PROGRAMLARI
10807,ZOOTEKNİ
